id,Data.source.citation,Class,Order,Family,Species,Authority,Common.Name,Location.of.population,Country.list,Region,Are.coordinates.for.specific.location.,system,biome,realm,Units,Sampling.method,Data.transformed,year,pop,scalepop,origin,lengthyear
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,1995,11.1,-0.09839816933638479,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,1996,10.11,-0.5514874141876436,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,1997,9.27,-0.9359267734553781,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,1998,11.53,0.09839816933638401,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,1999,12.37,0.48283752860411844,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,2000,11.22,-0.04347826086956508,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,2001,9.65,-0.7620137299771168,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,2002,9.13,-1,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,2003,9.24,-0.9496567505720827,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,2004,10.08,-0.5652173913043481,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,2005,11.24,-0.034324942791762125,Native,14
10418," Sobrino, R., P. Acevedo, et al. (2009). Carnivore population trends in Spanish agrosystems after the reduction in food availability due to rabbit decline by rabbit haemorrhagic disease and improved waste management. European Journal of Wildlife Research 55(2): 161-165.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Arag<ed>_n region, North-eastern Iberian Peninsula",Spain,Europe,FALSE,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,Kilometric abundance index (KAI/100km,Vehicle transects,No,2006,9.93,-0.6338672768878723,Native,14
6128," Soulsbury, C. D., G. Iossa, et al. (2007). The impact of sarcoptic mange Sarcoptes scabiei on the British fox Vulpes vulpes population. Mammal Review. doi: 10.1111/j.1365-2907.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,NW Bristol,United Kingdom,Europe,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Adult density/km-2,capture mark recapture readio tracking necroscopy,No,1980,13.9,-0.2727272727272726,Native,24
6128," Soulsbury, C. D., G. Iossa, et al. (2007). The impact of sarcoptic mange Sarcoptes scabiei on the British fox Vulpes vulpes population. Mammal Review. doi: 10.1111/j.1365-2907.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,NW Bristol,United Kingdom,Europe,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Adult density/km-2,capture mark recapture readio tracking necroscopy,No,1990,7.8,-0.6088154269972452,Native,24
6128," Soulsbury, C. D., G. Iossa, et al. (2007). The impact of sarcoptic mange Sarcoptes scabiei on the British fox Vulpes vulpes population. Mammal Review. doi: 10.1111/j.1365-2907.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,NW Bristol,United Kingdom,Europe,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Adult density/km-2,capture mark recapture readio tracking necroscopy,No,1993,25.8,0.38292011019283767,Native,24
6128," Soulsbury, C. D., G. Iossa, et al. (2007). The impact of sarcoptic mange Sarcoptes scabiei on the British fox Vulpes vulpes population. Mammal Review. doi: 10.1111/j.1365-2907.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,NW Bristol,United Kingdom,Europe,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Adult density/km-2,capture mark recapture readio tracking necroscopy,No,1994,37,1,Native,24
6128," Soulsbury, C. D., G. Iossa, et al. (2007). The impact of sarcoptic mange Sarcoptes scabiei on the British fox Vulpes vulpes population. Mammal Review. doi: 10.1111/j.1365-2907.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,NW Bristol,United Kingdom,Europe,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Adult density/km-2,capture mark recapture readio tracking necroscopy,No,1996,0.7,-1,Native,24
6128," Soulsbury, C. D., G. Iossa, et al. (2007). The impact of sarcoptic mange Sarcoptes scabiei on the British fox Vulpes vulpes population. Mammal Review. doi: 10.1111/j.1365-2907.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,NW Bristol,United Kingdom,Europe,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Adult density/km-2,capture mark recapture readio tracking necroscopy,No,2004,5.5,-0.7355371900826446,Native,24
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1970,23,-0.53125,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1971,30,-0.3125,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1972,32,-0.25,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1973,70,0.9375,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1974,72,1,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1975,24,-0.5,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1976,20,-0.625,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1977,15,-0.78125,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1978,60,0.625,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1979,34,-0.1875,Native,10
5898," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Tracks per 100m transect per 24 recordings,Observation line (transect),No,1980,8,-1,Native,10
5897," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1970,0.61,0.22857142857142865,Native,10
5897," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1971,0.35,-0.5142857142857142,Native,10
5897," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1972,0.18,-1,Native,10
5897," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1973,0.67,0.40000000000000013,Native,10
5897," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1974,0.53,2.220446049250313e-16,Native,10
5897," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1975,0.4,-0.37142857142857133,Native,10
5897," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1978,0.88,1,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1970,0.25,-0.6521739130434783,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1971,0.6,-0.0434782608695653,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1972,0.39,-0.4086956521739129,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1973,1.19,0.9826086956521738,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1974,1.2,1,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1975,0.27,-0.6173913043478261,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1976,0.23,-0.6869565217391305,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1977,0.05,-1,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1978,1.01,0.6695652173913045,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1979,0.2,-0.7391304347826086,Native,10
5896," Pulliainen, E. (1981). A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest lapland over 13 winters. Annales Zoologici Fennici. 18: 270-278.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/ Imperial College.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"Varriotunturi fell area, Eastern Itakaira, Eastern Finnish Forest Lapland",Finland,Europe,FALSE,Terrestrial,Boreal forests/taiga,Palearctic,Mean no. of Tracks per 100m transect,Observation line (transect),No,1980,0.05,-1,Native,10
